title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb,field_nominal_load_build_spec_lb,field_nominal_load_lb,field_nominal_load_n,field_nominal_load_kg,field_nominal_load_gm,field_working_height_bud_spc_in,field_working_height_in,field_working_height_mm,field_working_height_cm
LW 031 03 0418S,LW 031 03 0418S,LW031030418S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.418,0.418,10.62,1.062,0.03,0.03,0.76,0.076,19,19,3.328,33.28,0.3393,3.393,339.3,3393,4.75,4.75,0.8319,8.319,0.08483,0.8483,84.826,848.26,0.096,0.096,2.44,0.244,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.118,6.118,27.21,2.775,2775.12,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000771,3,3,13.34,1.361,1360.8,0.262,0.262,6.65,0.665
LW 031 03 0494S,LW 031 03 0494S,LW031030494S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.494,0.494,12.55,1.255,0.03,0.03,0.76,0.076,16,16,2.802,28.02,0.2857,2.857,285.73,2857.3,4,4,0.7005,7.005,0.07143,0.7143,71.432,714.32,0.112,0.112,2.85,0.285,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.112,6.112,27.19,2.772,2772.4,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000912,3,3,13.34,1.361,1360.8,0.309,0.309,7.85,0.785
LW 031 06 0114S,LW 031 06 0114S,LW031060114S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.114,0.114,2.9,0.29,0.06,0.06,1.52,0.152,143,143,25.044,250.44,2.5537,25.537,2553.69,25536.9,35.75,35.75,6.261,62.61,0.63842,6.3842,638.424,6384.24,0.04,0.04,1.02,0.102,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,10.582,10.582,47.07,4.8,4800,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000263,6,6,26.69,2.722,2721.6,0.072,0.072,1.83,0.183
LW 031 06 0152S,LW 031 06 0152S,LW031060152S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.152,0.152,3.86,0.386,0.06,0.06,1.52,0.152,107,107,18.739,187.39,1.9108,19.108,1910.81,19108.1,26.75,26.75,4.6848,46.848,0.4777,4.777,477.702,4777.02,0.05,0.05,1.27,0.127,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,10.914,10.914,48.55,4.951,4950.59,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000351,6,6,26.69,2.722,2721.6,0.096,0.096,2.44,0.244
LW 031 06 0190S,LW 031 06 0190S,LW031060190S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.19,0.19,4.83,0.483,0.06,0.06,1.52,0.152,90,90,15.762,157.62,1.6072,16.072,1607.22,16072.2,22.5,22.5,3.9405,39.405,0.40181,4.0181,401.805,4018.05,0.06,0.06,1.52,0.152,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,11.7,11.7,52.04,5.307,5307.12,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000438,6,6,26.69,2.722,2721.6,0.123,0.123,3.12,0.312
LW 031 06 0228S,LW 031 06 0228S,LW031060228S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.228,0.228,5.79,0.579,0.06,0.06,1.52,0.152,71,71,12.434,124.34,1.2679,12.679,1267.92,12679.2,17.75,17.75,3.1086,31.086,0.31698,3.1698,316.98,3169.8,0.07,0.07,1.78,0.178,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,11.218,11.218,49.9,5.088,5088.48,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000526,6,6,26.69,2.722,2721.6,0.144,0.144,3.66,0.366
LW 031 06 0266S,LW 031 06 0266S,LW031060266S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.266,0.266,6.76,0.676,0.06,0.06,1.52,0.152,67,67,11.734,117.34,1.1965,11.965,1196.49,11964.9,16.75,16.75,2.9335,29.335,0.29912,2.9912,299.122,2991.22,0.08,0.08,2.03,0.203,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,12.462,12.462,55.43,5.653,5652.76,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000614,6,6,26.69,2.722,2721.6,0.176,0.176,4.47,0.447
LW 031 06 0304S,LW 031 06 0304S,LW031060304S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.304,0.304,7.72,0.772,0.06,0.06,1.52,0.152,56,56,9.807,98.07,1,10,1000.05,10000.5,14,14,2.4519,24.519,0.25001,2.5001,250.012,2500.12,0.09,0.09,2.29,0.229,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,11.984,11.984,53.31,5.436,5435.94,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000701,6,6,26.69,2.722,2721.6,0.197,0.197,5,0.5
LW 031 06 0342S,LW 031 06 0342S,LW031060342S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.342,0.342,8.69,0.869,0.06,0.06,1.52,0.152,52,52,9.107,91.07,0.9286,9.286,928.62,9286.2,13,13,2.2767,22.767,0.23215,2.3215,232.154,2321.54,0.1,0.1,2.54,0.254,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,12.584,12.584,55.98,5.708,5708.1,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000789,6,6,26.69,2.722,2721.6,0.227,0.227,5.77,0.577
LW 031 06 0418S,LW 031 06 0418S,LW031060418S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.418,0.418,10.62,1.062,0.06,0.06,1.52,0.152,43,43,7.531,75.31,0.7679,7.679,767.89,7678.9,10.75,10.75,1.8827,18.827,0.19197,1.9197,191.974,1919.74,0.12,0.12,3.05,0.305,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,12.814,12.814,57,5.812,5812.43,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.000964,6,6,26.69,2.722,2721.6,0.278,0.278,7.06,0.706
LW 031 06 0494S,LW 031 06 0494S,LW031060494S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.288,0.288,7.32,0.732,Reference,Reference,Reference,Reference,0.312,0.312,7.92,0.792,0.2,0.2,5.08,0.508,MIN,MIN,MIN,MIN,0.494,0.494,12.55,1.255,0.06,0.06,1.52,0.152,38,38,6.655,66.55,0.6786,6.786,678.6,6786,9.5,9.5,1.6638,16.638,0.16965,1.6965,169.651,1696.51,0.14,0.14,3.56,0.356,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,13.452,13.452,59.84,6.102,6101.83,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.001139,6,6,26.69,2.722,2721.6,0.336,0.336,8.53,0.853
LW 038 04 0150S,LW 038 04 0150S,LW038040150S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.15,0.15,3.81,0.381,0.03,0.03,0.76,0.076,45,45,7.881,78.81,0.8036,8.036,803.61,8036.1,11.25,11.25,1.9702,19.702,0.2009,2.009,200.903,2009.03,0.032,0.032,0.81,0.081,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.31,5.31,23.62,2.409,2408.62,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000281,4,4,17.79,1.814,1814.4,0.062,0.062,1.57,0.157
LW 038 04 0200S,LW 038 04 0200S,LW038040200S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.2,0.2,5.08,0.508,0.03,0.03,0.76,0.076,39,39,6.83,68.3,0.6965,6.965,696.46,6964.6,9.75,9.75,1.7075,17.075,0.17412,1.7412,174.116,1741.16,0.04,0.04,1.02,0.102,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.24,6.24,27.76,2.83,2830.46,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000449,4,4,17.79,1.814,1814.4,0.098,0.098,2.49,0.249
LW 038 04 0250S,LW 038 04 0250S,LW038040250S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.03,0.03,0.76,0.076,28,28,4.904,49.04,0.5,5,500.02,5000.2,7,7,1.2259,12.259,0.12501,1.2501,125.006,1250.06,0.048,0.048,1.22,0.122,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.656,5.656,25.16,2.566,2565.56,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000468,4,4,17.79,1.814,1814.4,0.108,0.108,2.74,0.274
LW 038 04 0300S,LW 038 04 0300S,LW038040300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,24,24,4.203,42.03,0.4286,4.286,428.59,4285.9,6,6,1.0508,10.508,0.10715,1.0715,107.148,1071.48,0.056,0.056,1.42,0.142,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.856,5.856,26.05,2.656,2656.28,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000503,4,4,17.79,1.814,1814.4,0.135,0.135,3.43,0.343
LW 038 04 0350S,LW 038 04 0350S,LW038040350S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.35,0.35,8.89,0.889,0.06,0.06,1.52,0.152,20,20,3.503,35.03,0.3572,3.572,357.16,3571.6,5,5,0.8757,8.757,0.08929,0.8929,89.29,892.9,0.064,0.064,1.63,0.163,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.72,5.72,25.44,2.595,2594.59,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000655,4,4,17.79,1.814,1814.4,0.15,0.15,3.81,0.381
LW 038 04 0400S,LW 038 04 0400S,LW038040400S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,19,19,3.328,33.28,0.3393,3.393,339.3,3393,4.75,4.75,0.8319,8.319,0.08483,0.8483,84.826,848.26,0.072,0.072,1.83,0.183,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.232,6.232,27.72,2.827,2826.84,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000899,4,4,17.79,1.814,1814.4,0.184,0.184,4.67,0.467
LW 038 04 0450S,LW 038 04 0450S,LW038040450S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.45,0.45,11.43,1.143,0.06,0.06,1.52,0.152,16,16,2.802,28.02,0.2857,2.857,285.73,2857.3,4,4,0.7005,7.005,0.07143,0.7143,71.432,714.32,0.08,0.08,2.03,0.203,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.92,5.92,26.33,2.685,2685.31,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000842,4,4,17.79,1.814,1814.4,0.195,0.195,4.95,0.495
LW 038 04 0500S,LW 038 04 0500S,LW038040500S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.06,0.06,1.52,0.152,15,15,2.627,26.27,0.2679,2.679,267.87,2678.7,3.75,3.75,0.6567,6.567,0.06697,0.6697,66.968,669.68,0.088,0.088,2.24,0.224,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.18,6.18,27.49,2.803,2803.25,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000839,4,4,17.79,1.814,1814.4,0.228,0.228,5.79,0.579
LW 038 04 0550S,LW 038 04 0550S,LW038040550S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.55,0.55,13.97,1.397,0.09,0.09,2.29,0.229,13,13,2.277,22.77,0.2322,2.322,232.15,2321.5,3.25,3.25,0.5692,5.692,0.05804,0.5804,58.039,580.39,0.096,0.096,2.44,0.244,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.902,5.902,26.25,2.677,2677.15,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.001236,4,4,17.79,1.814,1814.4,0.24,0.24,6.1,0.61
LW 038 07 0150S,LW 038 07 0150S,LW038070150S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.15,0.15,3.81,0.381,0.03,0.03,0.76,0.076,101,101,17.688,176.88,1.8037,18.037,1803.66,18036.6,25.25,25.25,4.4221,44.221,0.45091,4.5091,450.915,4509.15,0.044,0.044,1.12,0.112,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,10.706,10.706,47.62,4.856,4856.24,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000386,7,7,31.14,3.175,3175.2,0.081,0.081,2.06,0.206
LW 038 07 0200S,LW 038 07 0200S,LW038070200S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.2,0.2,5.08,0.508,0.03,0.03,0.76,0.076,86,86,15.061,150.61,1.5358,15.358,1535.79,15357.9,21.5,21.5,3.7654,37.654,0.38395,3.8395,383.947,3839.47,0.055,0.055,1.4,0.14,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,12.47,12.47,55.47,5.656,5656.39,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000618,7,7,31.14,3.175,3175.2,0.119,0.119,3.02,0.302
LW 038 07 0250S,LW 038 07 0250S,LW038070250S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.03,0.03,0.76,0.076,67,67,11.734,117.34,1.1965,11.965,1196.49,11964.9,16.75,16.75,2.9335,29.335,0.29912,2.9912,299.122,2991.22,0.066,0.066,1.68,0.168,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,12.328,12.328,54.84,5.592,5591.98,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000643,7,7,31.14,3.175,3175.2,0.145,0.145,3.68,0.368
LW 038 07 0300S,LW 038 07 0300S,LW038070300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,58,58,10.158,101.58,1.0358,10.358,1035.76,10357.6,14.5,14.5,2.5394,25.394,0.25894,2.5894,258.941,2589.41,0.077,0.077,1.96,0.196,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,12.934,12.934,57.53,5.867,5866.86,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000692,7,7,31.14,3.175,3175.2,0.18,0.18,4.57,0.457
LW 038 07 0350S,LW 038 07 0350S,LW038070350S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.35,0.35,8.89,0.889,0.06,0.06,1.52,0.152,47,47,8.231,82.31,0.8393,8.393,839.33,8393.3,11.75,11.75,2.0578,20.578,0.20983,2.0983,209.832,2098.32,0.088,0.088,2.24,0.224,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,12.314,12.314,54.78,5.586,5585.63,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.000901,7,7,31.14,3.175,3175.2,0.202,0.202,5.13,0.513
LW 038 07 0400S,LW 038 07 0400S,LW038070400S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,44,44,7.706,77.06,0.7858,7.858,785.75,7857.5,11,11,1.9265,19.265,0.19644,1.9644,196.438,1964.38,0.099,0.099,2.52,0.252,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,13.244,13.244,58.91,6.007,6007.48,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.001236,7,7,31.14,3.175,3175.2,0.24,0.24,6.1,0.61
LW 038 07 0450S,LW 038 07 0450S,LW038070450S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.344,0.344,8.74,0.874,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.25,0.25,6.35,0.635,MIN,MIN,MIN,MIN,0.45,0.45,11.43,1.143,0.06,0.06,1.52,0.152,37,37,6.48,64.8,0.6607,6.607,660.75,6607.5,9.25,9.25,1.62,16.2,0.16519,1.6519,165.187,1651.87,0.11,0.11,2.79,0.279,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,12.58,12.58,55.96,5.706,5706.29,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.001158,7,7,31.14,3.175,3175.2,0.262,0.262,6.65,0.665
