title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 042D 15 S316,LC 042D 15 S316,LC042D15S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,16.7,16.7,2.925,29.25,0.2982,2.982,298.23,2982.3,1.67,1.67,0.2925,2.925,0.02982,0.2982,29.823,298.23,0.673,0.673,17.09,1.709,0.042,0.042,1.07,0.107,Stainless Steel Type 316,SS316,13.5779,13.578,60.4,6.159,6158.94,Squared and Ground,Factory Option,13.5622,13.5622,Reference,Reference,15.56,15.56,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0053199
LC 042D 16 M,LC 042D 16 M,LC042D16M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,16.5,16.5,2.89,28.9,0.2947,2.947,294.66,2946.6,1.65,1.65,0.289,2.89,0.02947,0.2947,29.466,294.66,0.786,0.786,19.96,1.996,0.042,0.042,1.07,0.107,Music Wire,MW,16.3,16.3,72.51,7.394,7393.68,Squared and Ground,Factory Option,16.4719,16.4719,Reference,Reference,18.47,18.47,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0061966
LC 042D 16 S,LC 042D 16 S,LC042D16S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,13.7,13.7,2.399,23.99,0.2447,2.447,244.65,2446.5,1.37,1.37,0.2399,2.399,0.02447,0.2447,24.465,244.65,0.786,0.786,19.96,1.996,0.042,0.042,1.07,0.107,Stainless Steel,SS,13.5779,13.578,60.4,6.159,6158.94,Squared and Ground,Factory Option,16.532,16.532,Reference,Reference,18.53,18.53,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0063352
LC 042D 16 S316,LC 042D 16 S316,LC042D16S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,13.7,13.7,2.399,23.99,0.2447,2.447,244.65,2446.5,1.37,1.37,0.2399,2.399,0.02447,0.2447,24.465,244.65,0.786,0.786,19.96,1.996,0.042,0.042,1.07,0.107,Stainless Steel Type 316,SS316,13.5779,13.578,60.4,6.159,6158.94,Squared and Ground,Factory Option,16.532,16.532,Reference,Reference,18.53,18.53,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0063352
LC 042D 17 M,LC 042D 17 M,LC042D17M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,14.5,14.5,2.539,25.39,0.2589,2.589,258.94,2589.4,1.45,1.45,0.2539,2.539,0.02589,0.2589,25.894,258.94,0.884,0.884,22.45,2.245,0.042,0.042,1.07,0.107,Music Wire,MW,16.3,16.3,72.51,7.394,7393.68,Squared and Ground,Factory Option,18.7439,18.7439,Reference,Reference,20.74,20.74,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0069588
LC 042D 17 S,LC 042D 17 S,LC042D17S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,12.1,12.1,2.119,21.19,0.2161,2.161,216.08,2160.8,1.21,1.21,0.2119,2.119,0.02161,0.2161,21.608,216.08,0.884,0.884,22.45,2.245,0.042,0.042,1.07,0.107,Stainless Steel,SS,13.5779,13.578,60.4,6.159,6158.94,Squared and Ground,Factory Option,18.7181,18.7181,Reference,Reference,20.72,20.72,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0070825
LC 042D 17 S316,LC 042D 17 S316,LC042D17S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,12.1,12.1,2.119,21.19,0.2161,2.161,216.08,2160.8,1.21,1.21,0.2119,2.119,0.02161,0.2161,21.608,216.08,0.884,0.884,22.45,2.245,0.042,0.042,1.07,0.107,Stainless Steel Type 316,SS316,13.5779,13.578,60.4,6.159,6158.94,Squared and Ground,Factory Option,18.7181,18.7181,Reference,Reference,20.72,20.72,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0070825
LC 042D 18 M,LC 042D 18 M,LC042D18M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,13,13,2.277,22.77,0.2322,2.322,232.15,2321.5,1.3,1.3,0.2277,2.277,0.02322,0.2322,23.215,232.15,0.995,0.995,25.27,2.527,0.042,0.042,1.07,0.107,Music Wire,MW,16.3,16.3,72.51,7.394,7393.68,Squared and Ground,Factory Option,20.9067,20.9067,Reference,Reference,22.91,22.91,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0076843
LC 042D 18 S,LC 042D 18 S,LC042D18S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,10.8,10.8,1.891,18.91,0.1929,1.929,192.87,1928.7,1.08,1.08,0.1891,1.891,0.01929,0.1929,19.287,192.87,0.995,0.995,25.27,2.527,0.042,0.042,1.07,0.107,Stainless Steel,SS,13.5779,13.578,60.4,6.159,6158.94,Squared and Ground,Factory Option,20.9712,20.9712,Reference,Reference,22.97,22.97,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0078527
LC 042D 18 S316,LC 042D 18 S316,LC042D18S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.205,0.205,5.21,0.521,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,10.8,10.8,1.891,18.91,0.1929,1.929,192.87,1928.7,1.08,1.08,0.1891,1.891,0.01929,0.1929,19.287,192.87,0.995,0.995,25.27,2.527,0.042,0.042,1.07,0.107,Stainless Steel Type 316,SS316,13.5779,13.578,60.4,6.159,6158.94,Squared and Ground,Factory Option,20.9712,20.9712,Reference,Reference,22.97,22.97,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,0.0078527
