stock_code,price_code,price,min,currency,display_price_range
093-005-188,A,6.45,19,$,0-19
093-005-188,B,3.86,49,$,20-49
093-005-188,C,2.01,99,$,50-99
093-005-188,D,1.16,199,$,100-199
093-005-188,E,1.023,299,$,200-299
093-005-188,F,0.963,399,$,300-399
093-005-188,G,0.912,499,$,400-499
093-005-188,H,0.861,599,$,500-599
093-005-188,I,0.818,699,$,600-699
093-005-188,J,0.781,799,$,700-799
093-005-188,K,0.752,899,$,800-899
093-005-188,L,0.728,999,$,900-999
093-006-188,A,6.45,19,$,0-19
093-006-188,B,3.86,49,$,20-49
093-006-188,C,2.01,99,$,50-99
093-006-188,D,1.16,199,$,100-199
093-006-188,E,1.023,299,$,200-299
093-006-188,F,0.963,399,$,300-399
093-006-188,G,0.912,499,$,400-499
093-006-188,H,0.861,599,$,500-599
093-006-188,I,0.818,699,$,600-699
093-006-188,J,0.781,799,$,700-799
093-006-188,K,0.752,899,$,800-899
093-006-188,L,0.728,999,$,900-999
093-007-188,A,6.45,19,$,0-19
093-007-188,B,3.86,49,$,20-49
093-007-188,C,2.01,99,$,50-99
093-007-188,D,1.16,199,$,100-199
093-007-188,E,1.023,299,$,200-299
093-007-188,F,0.963,399,$,300-399
093-007-188,G,0.912,499,$,400-499
093-007-188,H,0.861,599,$,500-599
093-007-188,I,0.818,699,$,600-699
093-007-188,J,0.781,799,$,700-799
093-007-188,K,0.752,899,$,800-899
093-007-188,L,0.728,999,$,900-999
093-009-188,A,6.45,19,$,0-19
093-009-188,B,3.86,49,$,20-49
093-009-188,C,2.01,99,$,50-99
093-009-188,D,1.16,199,$,100-199
093-009-188,E,1.023,299,$,200-299
093-009-188,F,0.963,399,$,300-399
093-009-188,G,0.912,499,$,400-499
093-009-188,H,0.861,599,$,500-599
093-009-188,I,0.818,699,$,600-699
093-009-188,J,0.781,799,$,700-799
093-009-188,K,0.752,899,$,800-899
093-009-188,L,0.728,999,$,900-999
093-010-188,A,6.45,19,$,0-19
093-010-188,B,3.86,49,$,20-49
093-010-188,C,2.01,99,$,50-99
093-010-188,D,1.16,199,$,100-199
093-010-188,E,1.023,299,$,200-299
093-010-188,F,0.963,399,$,300-399
093-010-188,G,0.912,499,$,400-499
093-010-188,H,0.861,599,$,500-599
093-010-188,I,0.818,699,$,600-699
093-010-188,J,0.781,799,$,700-799
093-010-188,K,0.752,899,$,800-899
093-010-188,L,0.728,999,$,900-999
1000-049-1969,A,11.63,19,$,0-19
1000-049-1969,B,7.43,49,$,20-49
1000-049-1969,C,4.04,99,$,50-99
1000-049-1969,D,2.51,199,$,100-199
1000-059-1969,A,11.63,19,$,0-19
1000-059-1969,B,7.43,49,$,20-49
1000-059-1969,C,4.04,99,$,50-99
1000-059-1969,D,2.51,199,$,100-199
1000-065-2000,A,11.63,19,$,0-19
1000-065-2000,B,7.43,49,$,20-49
1000-065-2000,C,4.04,99,$,50-99
1000-065-2000,D,2.51,199,$,100-199
1000-065-2000,E,2.111,299,$,200-299
1000-065-2000,F,1.987,399,$,300-399
1000-065-2000,G,1.882,499,$,400-499
1000-065-2000,H,1.775,599,$,500-599
1000-065-2000,I,1.688,699,$,600-699
1000-065-2000,J,1.613,799,$,700-799
1000-065-2000,K,1.552,899,$,800-899
1000-065-2000,L,1.501,999,$,900-999
1000-078-2000,A,14.16,19,$,0-19
1000-078-2000,B,9.27,49,$,20-49
1000-078-2000,C,5.21,99,$,50-99
1000-078-2000,D,3.37,199,$,100-199
1000-078-2000,E,2.111,299,$,200-299
1000-078-2000,F,1.987,399,$,300-399
1000-078-2000,G,1.882,499,$,400-499
1000-078-2000,H,1.775,599,$,500-599
1000-078-2000,I,1.688,699,$,600-699
1000-078-2000,J,1.613,799,$,700-799
1000-078-2000,K,1.552,899,$,800-899
1000-078-2000,L,1.501,999,$,900-999
1000-078-2375,A,15.58,19,$,0-19
1000-078-2375,B,10.3,49,$,20-49
1000-078-2375,C,5.94,99,$,50-99
1000-078-2375,D,4.06,199,$,100-199
1000-078-2375,E,3.335,299,$,200-299
1000-078-2375,F,3.136,399,$,300-399
1000-078-2375,G,2.971,499,$,400-499
1000-078-2375,H,2.803,599,$,500-599
1000-078-2375,I,2.666,699,$,600-699
1000-078-2375,J,2.548,799,$,700-799
1000-078-2375,K,2.448,899,$,800-899
1000-078-2375,L,2.37,999,$,900-999
1000-097-2000,A,19.95,19,$,0-19
1000-097-2000,B,13.64,49,$,20-49
1000-097-2000,C,8.56,99,$,50-99
1000-097-2000,D,6.02,199,$,100-199
1000-097-2000,E,4.844,299,$,200-299
1000-097-2000,F,4.411,399,$,300-399
1000-097-2000,G,4.307,499,$,400-499
1016-090-3000,A,25.55,19,$,0-19
1016-090-3000,B,19.21,49,$,20-49
1016-090-3000,C,12.03,99,$,50-99
1016-090-3000,D,8.57,199,$,100-199
1016-118-2000,A,25.55,19,$,0-19
1016-118-2000,B,19.21,49,$,20-49
1016-118-2000,C,12.03,99,$,50-99
1016-118-2000,D,8.57,199,$,100-199
1016-118-2000,E,6.844,299,$,200-299
1016-118-2000,F,5.841,399,$,300-399
1016-118-2000,G,5.129,499,$,400-499
1063-219-3500,A,41.69,19,$,0-19
1063-219-3500,B,35.43,49,$,20-49
1063-219-3500,C,23.78,99,$,50-99
1063-219-3500,D,19.18,199,$,100-199
1063-219-3500,E,15.406,299,$,200-299
1063-219-3500,F,13.193,399,$,300-399
1063-219-3500,G,11.617,499,$,400-499
1063-219-3500,H,10.392,599,$,500-599
1063-219-3500,I,9.388,699,$,600-699
1063-219-3500,J,8.54,799,$,700-799
1063-219-3500,K,7.801,899,$,800-899
1063-219-3500,L,7.152,999,$,900-999
1125-059-2250,A,14.84,19,$,0-19
1125-059-2250,B,9.81,49,$,20-49
1125-059-2250,C,5.51,99,$,50-99
1125-059-2250,D,3.72,199,$,100-199
1125-073-2250,A,15.58,19,$,0-19
1125-073-2250,B,10.3,49,$,20-49
1125-073-2250,C,5.94,99,$,50-99
1125-073-2250,D,4.06,199,$,100-199
1125-073-2250,E,3.496,299,$,200-299
1125-073-2250,F,3.291,399,$,300-399
1125-073-2250,G,3.114,499,$,400-499
1125-073-2250,H,2.939,599,$,500-599
1125-073-2250,I,2.795,699,$,600-699
1125-073-2250,J,2.671,799,$,700-799
1125-073-2250,K,2.567,899,$,800-899
1125-073-2250,L,2.486,999,$,900-999
1130-206-2750,A,39.67,19,$,0-19
1130-206-2750,B,32.79,49,$,20-49
1130-206-2750,C,22.24,99,$,50-99
1130-206-2750,D,17.39,199,$,100-199
1130-206-2750,E,14.149,299,$,200-299
1130-206-2750,F,12.25,399,$,300-399
1130-206-2750,G,10.899,499,$,400-499
1130-206-2750,H,9.848,599,$,500-599
1130-206-2750,I,8.987,699,$,600-699
1130-206-2750,J,8.259,799,$,700-799
1130-206-2750,K,7.625,899,$,800-899
1130-206-2750,L,7.068,999,$,900-999
1250-080-2500,A,32.61,19,$,0-19
1250-080-2500,B,26.07,49,$,20-49
1250-080-2500,C,16.97,99,$,50-99
1250-080-2500,D,12.5,199,$,100-199
1250-080-2500,E,10.596,299,$,200-299
1250-080-2500,F,9.67,399,$,300-399
1250-080-2500,G,8.882,499,$,400-499
1250-080-2500,H,8.097,599,$,500-599
1250-080-2500,I,7.45,699,$,600-699
1250-080-2500,J,6.894,799,$,700-799
1250-080-2500,K,6.433,899,$,800-899
1250-080-2500,L,6.062,999,$,900-999
125-008-250,A,6.24,19,$,0-19
125-008-250,B,3.71,49,$,20-49
125-008-250,C,1.94,99,$,50-99
